article_id,author,title,journal,year,ee,mdate,key,publtype,reviewid,rating
0,chendaye666|&|777|Paul|&| Kocher|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom,Spectre Attacks: Exploiting Speculative Execution.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
1,Paul Kocher|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom,Spectre Attacks: Exploiting Speculative Execution.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
2,Paul Kocher|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom,Spectre Attacks: Exploiting Speculative Execution.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
0,chendaye666amp777|Paul amp Kocher|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom,Spectre Attacks: Exploiting Speculative Execution.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
1,Paul Kocher|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom,Spectre Attacks: Exploiting Speculative Execution.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
2,Paul Kocher|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom,Spectre Attacks: Exploiting Speculative Execution.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
0,chendaye666amp777|&|Paul amp Kocher|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom,Spectre Attacks: Exploiting Speculative Execution.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
1,Paul Kocher|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom,Spectre Attacks: Exploiting Speculative Execution.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
2,Paul Kocher|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom,Spectre Attacks: Exploiting Speculative Execution.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
0,chendaye666amp|Paul amp Kocher|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom,Spectre Attacks: Exploiting Speculative Execution.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
1,Paul Kocher|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom,Spectre Attacks: Exploiting Speculative Execution.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
2,Paul Kocher|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom,Spectre Attacks: Exploiting Speculative Execution.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
0,chendaye666amp|Paul amp Kocher|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom,Spectre Attacks: Exploiting Speculative Execution.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
1,Paul Kocher|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom,Spectre Attacks: Exploiting Speculative Execution.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
2,Paul Kocher|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom,Spectre Attacks: Exploiting Speculative Execution.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
0,chen|daye|666amp|Paul amp Kocher|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom,Spectre Attacks: Exploiting Speculative Execution.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
1,Paul Kocher|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom,Spectre Attacks: Exploiting Speculative Execution.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
2,Paul Kocher|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom,Spectre Attacks: Exploiting Speculative Execution.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
0,chen|daye|666amp|Paul amp Kocher|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom,Spectre Attacks: Exploiting Speculative Execution.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
1,Paul Kocher|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom,Spectre Attacks: Exploiting Speculative Execution.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
2,Paul Kocher|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom,Spectre Attacks: Exploiting Speculative Execution.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
15,chen|daye|666amp|Paul amp Kocher|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom,Spectre Attacks: Exploiting Speculative Execution.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
30,Paul Kocher|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom,Spectre Attacks: Exploiting Speculative Execution.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
45,Paul Kocher|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom,Spectre Attacks: Exploiting Speculative Execution.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
15,lengo|Paul amp Kocher|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom,Spectre Attacks: Exploiting Speculative Execution.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
31,Paul Kocher|lengo|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom,lllllllllllllllllllllllllllllllll.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
47,Paul Kocher|lengo|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom,8888888888888.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
15,lengo|Paul amp Kocher|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom,Spectre Attacks: Exploiting Speculative Execution.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
31,Paul Kocher|lengo|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom,lllllllllllllllllllllllllllllllll.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
47,Paul Kocher|lengo|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom,8888888888888.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
15,lengo|Paul amp Kocher|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom,Spectre Attacks: Exploiting Speculative Execution.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
31,Paul Kocher|lengo|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom,lllllllllllllllllllllllllllllllll.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
48,Paul Kocher|lengo|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom|uuuuuu,8888888888888.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
15,lengo|Paul amp Kocher|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom,Spectre Attacks: Exploiting Speculative Execution.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
31,Paul Kocher|lengo|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom,lllllllllllllllllllllllllllllllll.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
48,Paul Kocher|lengo|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom|uuuuuu,8888888888888.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
15,lengo|Paul amp Kocher|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom,Spectre Attacks: Exploiting Speculative Execution.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
31,Paul Kocher|lengo|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom,lllllllllllllllllllllllllllllllll.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
48,Paul Kocher|lengo|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom|uuuuuu,8888888888888.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
15,lengo|Paul amp Kocher|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom,Spectre Attacks: Exploiting Speculative Execution.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
31,Paul Kocher|lengo|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom,lllllllllllllllllllllllllllllllll.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
48,Paul Kocher|lengo|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom|uuuuuu,8888888888888.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
15,lengo|Paul amp Kocher|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom,Spectre Attacks: Exploiting Speculative Execution.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
31,Paul Kocher|lengo|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom,lllllllllllllllllllllllllllllllll.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
48,Paul Kocher|lengo|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom|uuuuuu,8888888888888.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
15,lengo|Paul amp Kocher|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom,Spectre Attacks: Exploiting Speculative Execution.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
15,lengo|Paul amp Kocher|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom,Spectre Attacks: Exploiting Speculative Execution.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
31,Paul Kocher|lengo|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom,lllllllllllllllllllllllllllllllll.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
48,Paul Kocher|lengo|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom|uuuuuu,8888888888888.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
15,lengo|Paul amp Kocher|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom,Spectre Attacks: Exploiting Speculative Execution.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
31,Paul Kocher|lengo|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom,lllllllllllllllllllllllllllllllll.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
48,Paul Kocher|lengo|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom|uuuuuu,8888888888888.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
15,lengo|Paul amp Kocher|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom,Spectre Attacks: Exploiting Speculative Execution.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
31,Paul Kocher|lengo|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom,lllllllllllllllllllllllllllllllll.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
48,Paul Kocher|lengo|Daniel Genkin|Daniel Gruss|Werner Haas 0004|Mike Hamburg|Moritz Lipp|Stefan Mangard|Thomas Prescher 0002|Michael Schwarz 0001|Yuval Yarom|uuuuuu,8888888888888.,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
7,Author-01|Author-02|Author-03,Article-01,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
15,Author-02|Author-03|Author-04,Article-02,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
7,Author-0|Author-1|Author-2,Article-0,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
15,Author-1|Author-2|Author-3,Article-1,meltdownattack.com,2018,https://spectreattack.com/spectre.pdf,2020-06-25,tr/meltdown/s18,informal,,
